user_number,datetime,Consommation,cluster,anomalie,type
0_39,2016-04-03 13:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 14:01:53,5,0,0,pas d'anomalie
0_39,2016-04-03 15:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 16:01:53,41,0,0,pas d'anomalie
0_39,2016-04-03 17:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 18:01:53,0,0,0,pas d'anomalie
0_39,2016-04-03 19:01:53,9,0,0,pas d'anomalie
0_39,2016-04-03 20:01:52,79,0,0,pas d'anomalie
0_39,2016-04-03 21:01:52,0,0,0,pas d'anomalie
0_39,2016-04-03 22:01:52,9,0,0,pas d'anomalie
0_39,2016-04-03 23:01:52,17,0,0,pas d'anomalie
0_39,2016-04-04 00:01:54,0,0,0,pas d'anomalie
0_39,2016-04-04 01:01:54,0,0,0,pas d'anomalie
0_39,2016-04-04 02:01:54,0,0,0,pas d'anomalie
0_39,2016-04-04 03:01:54,30,0,0,pas d'anomalie
0_39,2016-04-04 04:01:51,0,0,0,pas d'anomalie
0_39,2016-04-04 05:01:51,7,0,0,pas d'anomalie
0_39,2016-04-04 06:01:51,21,0,0,pas d'anomalie
0_39,2016-04-04 07:01:51,2,0,0,pas d'anomalie
0_39,2016-04-04 08:01:52,0,0,0,pas d'anomalie
0_39,2016-04-04 09:01:52,0,0,0,pas d'anomalie
0_39,2016-04-04 10:01:52,1,0,0,pas d'anomalie
0_39,2016-04-04 11:01:52,4,0,0,pas d'anomalie
0_39,2016-04-04 12:01:50,0,0,0,pas d'anomalie
0_39,2016-04-04 13:01:50,1,0,0,pas d'anomalie
0_39,2016-04-04 14:01:50,0,0,0,pas d'anomalie
0_39,2016-04-04 15:01:50,0,0,0,pas d'anomalie
0_39,2016-04-04 16:01:51,23,0,0,pas d'anomalie
0_39,2016-04-04 17:01:51,0,0,0,pas d'anomalie
0_39,2016-04-04 18:01:51,3,0,0,pas d'anomalie
0_39,2016-04-04 19:01:51,7,0,0,pas d'anomalie
0_39,2016-04-04 20:01:50,0,0,0,pas d'anomalie
0_39,2016-04-04 21:01:50,25,0,0,pas d'anomalie
0_39,2016-04-04 22:01:50,19,0,0,pas d'anomalie
0_39,2016-04-04 23:01:50,0,0,0,pas d'anomalie
0_39,2016-04-05 00:01:51,75,0,0,pas d'anomalie
0_39,2016-04-05 01:01:51,0,0,0,pas d'anomalie
0_39,2016-04-05 02:01:51,6,0,0,pas d'anomalie
0_39,2016-04-05 03:01:51,0,0,0,pas d'anomalie
0_39,2016-04-05 04:01:50,4,0,0,pas d'anomalie
0_39,2016-04-05 05:01:50,0,0,0,pas d'anomalie
0_39,2016-04-05 06:01:50,68,0,0,pas d'anomalie
0_39,2016-04-05 07:01:50,6,0,0,pas d'anomalie
0_39,2016-04-05 08:01:56,0,0,0,pas d'anomalie
0_39,2016-04-05 09:01:56,0,0,0,pas d'anomalie
0_39,2016-04-05 10:01:56,5,0,0,pas d'anomalie
0_39,2016-04-05 11:01:56,1,0,0,pas d'anomalie
0_39,2016-04-05 12:02:18,0,0,0,pas d'anomalie
0_39,2016-04-05 13:02:18,0,0,0,pas d'anomalie
0_39,2016-04-05 14:02:18,60,0,0,pas d'anomalie
0_39,2016-04-05 15:02:18,0,0,0,pas d'anomalie
0_39,2016-04-05 16:01:58,0,0,0,pas d'anomalie
0_39,2016-04-05 17:01:58,0,0,0,pas d'anomalie
0_39,2016-04-05 18:01:58,1,0,0,pas d'anomalie
0_39,2016-04-05 19:01:58,1,0,0,pas d'anomalie
0_39,2016-04-05 20:01:47,1,0,0,pas d'anomalie
0_39,2016-04-05 21:01:47,23,0,0,pas d'anomalie
0_39,2016-04-05 22:01:47,0,0,0,pas d'anomalie
0_39,2016-04-05 23:01:47,8,0,0,pas d'anomalie
0_39,2016-04-06 04:01:46,0,0,0,pas d'anomalie
0_39,2016-04-06 05:01:46,0,0,0,pas d'anomalie
0_39,2016-04-06 06:01:46,3,0,0,pas d'anomalie
0_39,2016-04-06 07:01:46,4,0,0,pas d'anomalie
0_39,2016-04-06 12:01:48,0,0,0,pas d'anomalie
0_39,2016-04-06 13:01:48,18,0,0,pas d'anomalie
0_39,2016-04-06 14:01:48,0,0,0,pas d'anomalie
0_39,2016-04-06 15:01:48,0,0,0,pas d'anomalie
0_39,2016-04-06 16:01:58,0,0,0,pas d'anomalie
0_39,2016-04-06 17:01:58,4,0,0,pas d'anomalie
0_39,2016-04-06 18:01:58,2,0,0,pas d'anomalie
0_39,2016-04-06 19:01:58,7,0,0,pas d'anomalie
0_39,2016-04-06 20:01:47,0,0,0,pas d'anomalie
0_39,2016-04-06 21:01:47,114,0,0,pas d'anomalie
0_39,2016-04-06 22:01:47,1,0,0,pas d'anomalie
0_39,2016-04-06 23:01:47,17,0,0,pas d'anomalie
0_39,2016-04-07 00:01:49,0,0,0,pas d'anomalie
0_39,2016-04-07 01:01:49,0,0,0,pas d'anomalie
0_39,2016-04-07 02:01:49,4,0,0,pas d'anomalie
0_39,2016-04-07 03:01:49,0,0,0,pas d'anomalie
0_39,2016-04-07 04:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 05:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 06:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 07:01:46,250,0,0,pas d'anomalie
0_39,2016-04-07 08:01:47,119,0,0,pas d'anomalie
0_39,2016-04-07 09:01:47,36,0,0,pas d'anomalie
0_39,2016-04-07 10:01:47,0,0,0,pas d'anomalie
0_39,2016-04-07 11:01:47,0,0,0,pas d'anomalie
0_39,2016-04-07 12:01:46,9,0,0,pas d'anomalie
0_39,2016-04-07 13:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 14:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 15:01:46,2,0,0,pas d'anomalie
0_39,2016-04-07 16:01:47,0,0,0,pas d'anomalie
0_39,2016-04-07 17:01:47,39,0,0,pas d'anomalie
0_39,2016-04-07 18:01:47,0,0,0,pas d'anomalie
0_39,2016-04-07 19:01:47,0,0,0,pas d'anomalie
0_39,2016-04-07 20:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 21:01:46,0,0,0,pas d'anomalie
0_39,2016-04-07 22:01:46,1,0,0,pas d'anomalie
0_39,2016-04-07 23:01:46,0,0,0,pas d'anomalie
0_39,2016-04-08 00:01:48,0,0,0,pas d'anomalie
0_39,2016-04-08 01:01:48,0,0,0,pas d'anomalie
0_39,2016-04-08 02:01:48,0,0,0,pas d'anomalie
0_39,2016-04-08 03:01:48,8,0,0,pas d'anomalie
0_39,2016-04-08 04:01:44,0,0,0,pas d'anomalie
0_39,2016-04-08 05:01:44,173,0,0,pas d'anomalie
0_39,2016-04-08 06:01:44,0,0,0,pas d'anomalie
0_39,2016-04-08 07:01:44,37,0,0,pas d'anomalie
0_39,2016-04-08 12:01:51,1,0,0,pas d'anomalie
0_39,2016-04-08 13:01:51,0,0,0,pas d'anomalie
0_39,2016-04-08 14:01:51,11,0,0,pas d'anomalie
0_39,2016-04-08 15:01:51,0,0,0,pas d'anomalie
0_39,2016-04-08 16:01:44,1,0,0,pas d'anomalie
0_39,2016-04-08 17:01:44,6,0,0,pas d'anomalie
0_39,2016-04-08 18:01:44,64,0,0,pas d'anomalie
0_39,2016-04-08 19:01:44,0,0,0,pas d'anomalie
0_39,2016-04-08 20:01:44,3,0,0,pas d'anomalie
0_39,2016-04-08 21:01:44,1,0,0,pas d'anomalie
0_39,2016-04-08 22:01:44,115,0,0,pas d'anomalie
